'Lat','Long','관광안내소명'
37.29406534, 127.2021298, '용인시 관광안내소(에버랜드)'
37.27531699, 127.1159548, '용인시 관광안내소(기흥역)'
37.25721089, 127.1146961, '용인시 관광안내소(한국민속촌)'
